DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
221805749,02/09/2022,02/08/2022,1940,18,Southeast,1838,997,TRAFFIC COLLISION,3004 3026 4025 3038 3602,47,M,H,101,STREET,WILMINGTON                   AV,103RD                        ST,"(33.9432, -118.2391)"
221905489,02/08/2022,02/08/2022,1231,19,Mission,1995,997,TRAFFIC COLLISION,3037 3101 3006 3028 4026 3034,99,M,W,101,STREET,ARMINTA                      ST,WILLIS                       AV,"(34.2138, -118.4553)"
221905503,02/08/2022,02/08/2022,2110,19,Mission,1918,997,TRAFFIC COLLISION,3028 4026 3030 3011 3032 3037 3102,,M,W,108,PARKING LOT,FOOTHILL                     BL,SAYRE                        ST,"(34.3101, -118.4338)"
221905589,02/11/2022,02/08/2022,0805,19,Mission,1907,997,TRAFFIC COLLISION,3004 3028 4026 3030 3037 3101,46,F,H,101,STREET,FENTON                       AV,HERON                        ST,"(34.3062, -118.4222)"
220305686,02/08/2022,02/08/2022,0920,03,Southwest,0321,997,TRAFFIC COLLISION,3101 3037 4025 3004 3026 3029,37,F,O,101,STREET,LA CIENEGA,CLEMSON,"(34.0242, -118.3722)"
221206319,02/13/2022,02/08/2022,0341,12,77th Street,1257,997,TRAFFIC COLLISION,3101 3037 3011 3028 3030 3032 3034 4025,30,M,H,101,STREET,VERMONT                      AV,60TH                         ST,"(33.9693, -118.285)"
220305724,02/09/2022,02/08/2022,2200,03,Southwest,0363,997,TRAFFIC COLLISION,3101 3037 3004 3026 3029 4003,61,M,B,101,STREET,HILLCREST                    DR,SANTA ROSALIA,"(34.0138, -118.3465)"
221105430,02/09/2022,02/08/2022,0055,11,Northeast,1141,997,TRAFFIC COLLISION,0605 3006 3028 3033 3035 3037 3039 3101 4011,40,F,O,101,STREET,FRANKLIN                     AV,CATALINA                     ST,"(34.1054, -118.295)"
220505516,02/09/2022,02/08/2022,2220,05,Harbor,0501,997,TRAFFIC COLLISION,3011 3034 3030 4005 3037 3028 3101,47,M,O,101,STREET,WESTERN,186TH,"(33.862, -118.3091)"
221206070,02/08/2022,02/08/2022,1455,12,77th Street,1208,997,TRAFFIC COLLISION,3101 3037 3005 3006 3028 3030 3034 4025,,M,H,108,PARKING LOT,VERNON                       AV,HOOVER                       ST,"(34.0037, -118.2872)"
220805532,02/08/2022,02/08/2022,1410,08,West LA,0858,997,TRAFFIC COLLISION,4027,23,M,W,101,STREET,PICKFORD                     ST,ROBERTSON                    BL,"(34.0507, -118.3849)"
221005406,02/08/2022,02/08/2022,0535,10,West Valley,1025,997,TRAFFIC COLLISION,3011 3030 3101 3028 4026 3034 3037,,M,H,101,STREET,CANBY                        AV,VANOWEN                      ST,"(34.1938, -118.5347)"
221206088,02/09/2022,02/08/2022,2210,12,77th Street,1213,997,TRAFFIC COLLISION,3006 3028 3030 4012 3101 3037,,F,H,101,STREET,WILTON                       PL,59TH                         ST,"(33.9921, -118.3108)"
220705429,02/08/2022,02/08/2022,0835,07,Wilshire,0764,997,TRAFFIC COLLISION,4027 3003 3026 3029,35,M,H,101,STREET,PICO                         BL,RIMPAU                       BL,"(34.0465, -118.3555)"
220405433,02/13/2022,02/09/2022,2300,04,Hollenbeck,0477,997,TRAFFIC COLLISION,3401 3024 0605 3003 3029 3033 3035 3037 3101 4004,65,M,H,101,STREET,WHITTIER                     BL,ORME,"(34.0328, -118.2121)"
221805890,02/12/2022,02/09/2022,0005,18,Southeast,1881,997,TRAFFIC COLLISION,3011 3028 4018 3034 3101 3037,99,X,X,101,STREET,REDONDO BEACH                BL,ORCHARD                      AV,"(33.8926, -118.2874)"
220305770,02/09/2022,02/09/2022,1600,03,Southwest,0398,997,TRAFFIC COLLISION,4025 3027 3012 3601,16,M,H,101,STREET,FIGUEROA                     ST,43RD                         PL,"(34.0046, -118.2827)"
220206630,02/09/2022,02/09/2022,1253,02,Rampart,0235,997,TRAFFIC COLLISION,0605 3030,35,F,H,101,STREET,100 N  CORONADO                     ST,,"(34.0691, -118.2759)"
222005725,02/09/2022,02/09/2022,1005,20,Olympic,2038,997,TRAFFIC COLLISION,3003 3026 3029 4020 3035 3037 3101 3401 3701,65,M,H,101,STREET,WESTMORELAND                 AV,8TH                          ST,"(34.0577, -118.2891)"
220805772,02/14/2022,02/09/2022,1340,08,West LA,0807,997,TRAFFIC COLLISION,3003 3026 3029 3035 3037 3104 3401 3701 4008,63,F,W,101,STREET,BEVERLY GLEN                 CI,BEVERLY GLEN                 BL,"(34.0997, -118.4435)"
220308268,03/30/2022,02/09/2022,0635,03,Southwest,0316,997,TRAFFIC COLLISION,4025 3030 3101 3004,46,M,W,101,STREET,2700 W  22ND                         ST,,"(34.0363, -118.3086)"
221105441,02/09/2022,02/09/2022,0900,11,Northeast,1136,997,TRAFFIC COLLISION,0605 3028 3033 3034 3037 3101 3401 3701 3006,30,M,H,101,STREET,OLANCHA,PALMERO,"(34.114, -118.2169)"
221405951,02/10/2022,02/09/2022,1810,14,Pacific,1406,997,TRAFFIC COLLISION,3004 3028 3033 3035 3037 4027,31,M,W,101,STREET,OVERLAND                     AV,MCCUNE                       AV,"(34.02, -118.408)"
220305784,02/10/2022,02/09/2022,2350,03,Southwest,0311,997,TRAFFIC COLLISION,3006 3025 3039 4003 3037 3101,45,M,H,101,STREET,HOMESIDE                     DR,RIDGELEY                     DR,"(34.0276, -118.3633)"
220905496,02/09/2022,02/09/2022,0610,09,Van Nuys,0904,997,TRAFFIC COLLISION,3003 3024 4026 3037 3101,53,M,H,101,STREET,SATICOY                      ST,TOBIAS                       AV,"(34.2085, -118.452)"
220605723,02/09/2022,02/09/2022,0955,06,Hollywood,0638,997,TRAFFIC COLLISION,3035 3036 3101 3401 3701 3003 3025 3029 4027,50,F,H,101,STREET,HOLLYWOOD                    BL,WESTERN                      AV,"(34.1017, -118.3093)"
220405304,02/10/2022,02/09/2022,2110,04,Hollenbeck,0464,997,TRAFFIC COLLISION,3401 3701 3036 3102 0605 3011 3028 3034 3101 4024,42,M,H,108,PARKING LOT,2100 E  1ST                          ST,,"(34.0449, -118.2138)"
221905519,02/09/2022,02/09/2022,0830,19,Mission,1915,997,TRAFFIC COLLISION,3101 3004 3026 4026 3034 3036,19,F,H,101,STREET,GLENOAKS                     BL,ASTORIA                      ST,"(34.3049, -118.4462)"
220205706,02/09/2022,02/09/2022,1150,02,Rampart,0249,997,TRAFFIC COLLISION,0605 3004 3028 3033 3034 3036 4024 3101 3401 3701,48,M,H,101,STREET,6TH,BEAUDRY,"(34.0529, -118.2597)"
221505623,02/09/2022,02/09/2022,2230,15,N Hollywood,1585,997,TRAFFIC COLLISION,,62,M,W,101,STREET,10900    VENTURA                      BL,,"(34.143, -118.3727)"
220106279,02/09/2022,02/09/2022,0830,01,Central,0142,997,TRAFFIC COLLISION,0605 3101 3401 3701 3004 3026 3033 3034 3036 4024,46,M,H,101,STREET,4TH                          ST,HOPE                         ST,"(34.0535, -118.2552)"
220205734,02/10/2022,02/09/2022,1955,02,Rampart,0205,997,TRAFFIC COLLISION,0605 3401 3701 3037 3003 3025 3029 3033 3101 4024,32,M,H,101,STREET,SUNSET,CORONADO,"(34.0798, -118.2694)"
220805585,02/09/2022,02/09/2022,1045,08,West LA,0801,997,TRAFFIC COLLISION,4027,72,F,W,116,OTHER/OUTSIDE,MONTE HERMOSO                DR,PIEDRA MORADA                DR,"(34.0679, -118.5516)"
221705437,02/09/2022,02/09/2022,0840,17,Devonshire,1747,997,TRAFFIC COLLISION,3004 3028 4026 3034 3037 3101,22,M,W,101,STREET,RUBIO                        AV,SAN JOSE                     ST,"(34.2611, -118.4958)"
220305731,02/09/2022,02/09/2022,0200,03,Southwest,0391,997,TRAFFIC COLLISION,3011 3028 3039 4003 3101 3037,21,F,B,101,STREET,LA BREA,DON RICARDO,"(34.0067, -118.3515)"
220305749,02/09/2022,02/09/2022,0720,03,Southwest,0338,997,TRAFFIC COLLISION,3006 3028 3030 3039 4025 1402 3101 3037,45,F,B,101,STREET,VERMONT                      AV,JEFFERSON                    BL,"(34.0255, -118.2915)"
220305750,02/09/2022,02/09/2022,0725,03,Southwest,0338,997,TRAFFIC COLLISION,3004 3028 3030 3039 4025 3101 3037,48,M,O,101,STREET,VERMONT                      AV,JEFFERSON                    BL,"(34.0255, -118.2915)"
220305757,02/09/2022,02/09/2022,1021,03,Southwest,0353,997,TRAFFIC COLLISION,3004 3026 4025 3029 3037 3101,47,F,H,101,STREET,FARMDALE                     AV,OBAMA                        BL,"(34.0215, -118.346)"
220305761,02/09/2022,02/09/2022,1345,03,Southwest,0328,997,TRAFFIC COLLISION,4025 3004 3028 3030 3101 3037,40,M,H,101,STREET,31ST,FIGUEROA,"(34.0268, -118.2808)"
220305782,02/10/2022,02/09/2022,2225,03,Southwest,0398,997,TRAFFIC COLLISION,4025 3011 3026 3030 3032 3034 3101 3037,60,F,O,101,STREET,41ST                         PL,FIGUEROA                     ST,"(34.0078, -118.2827)"
220905523,02/10/2022,02/09/2022,1950,09,Van Nuys,0935,997,TRAFFIC COLLISION,3102 3011 3028 4026 3034 3002 3037,30,M,W,108,PARKING LOT,SYLMAR                       AV,DELANO                       ST,"(34.1826, -118.4465)"
221105460,02/10/2022,02/09/2022,1840,11,Northeast,1134,997,TRAFFIC COLLISION,0605 3004 3029 3036 3101 4011 3401 3701 3026 3033,29,M,H,101,STREET,EAGLE ROCK                   BL,AVENUE 30,"(34.1064, -118.2383)"
221206139,02/10/2022,02/09/2022,1856,12,77th Street,1269,997,TRAFFIC COLLISION,3004 3028 3030 3101 4012 3037,26,F,H,101,STREET,TOWNE,83RD,"(33.9638, -118.2673)"
221206141,02/10/2022,02/09/2022,1955,12,77th Street,1215,997,TRAFFIC COLLISION,3006 3028 3039 4012 3101 3037,30,M,H,101,STREET,54TH,VERMONT,"(33.9932, -118.2915)"
221405945,02/09/2022,02/09/2022,1530,14,Pacific,1476,997,TRAFFIC COLLISION,3011 3028 3030 3034 3036 4027,80,M,O,101,STREET,80TH                         ST,SEPULVEDA                    BL,"(33.967, -118.3961)"
221805773,02/09/2022,02/09/2022,0620,18,Southeast,1805,997,TRAFFIC COLLISION,3006 4025 3030 3037 3028 3101,38,M,H,101,STREET,89TH                         ST,CROCKER                      ST,"(33.9556, -118.2682)"
221905514,02/09/2022,02/09/2022,0730,19,Mission,1987,997,TRAFFIC COLLISION,3101 3011 3026 4026 3034 3037,,M,H,101,STREET,ROSCOE                       BL,WOODMAN                      AV,"(34.2217, -118.4327)"
221905546,02/10/2022,02/09/2022,2220,19,Mission,1912,997,TRAFFIC COLLISION,3101 3006 3025 4026 3037 3038,26,F,H,101,STREET,ROXFORD                      ST,DE GARMO                     AV,"(34.3171, -118.4652)"
222105464,02/10/2022,02/09/2022,2350,21,Topanga,2185,997,TRAFFIC COLLISION,3101 3004 3028 4026 3030 3036,21,M,A,101,STREET,TOPANGA CANYON               BL,VENTURA                      BL,"(34.1685, -118.6059)"
220805688,02/12/2022,02/09/2022,1900,08,West LA,0852,997,TRAFFIC COLLISION,4027,28,F,H,101,STREET,OHIO,BARRINGTON,"(34.0444, -118.4566)"
221206526,02/16/2022,02/09/2022,1620,12,77th Street,1267,997,TRAFFIC COLLISION,3004 3026 4003 3029 3101 3036,19,F,B,101,STREET,MANCHESTER,HOOVER,"(33.9601, -118.2871)"
220505522,02/09/2022,02/09/2022,2340,05,Harbor,0521,997,TRAFFIC COLLISION,3006 3028 4025 3030 3037 3101,24,M,H,101,STREET,ANAHEIM                      ST,GAFFEY                       ST,"(33.7821, -118.2975)"
220905508,02/09/2022,02/09/2022,1105,09,Van Nuys,0964,997,TRAFFIC COLLISION,3101 3004 3028 4026 3034 3036,36,M,H,101,STREET,VAN NUYS                     BL,HARTSOOK                     ST,"(34.164, -118.4487)"
220805664,02/11/2022,02/09/2022,1645,08,West LA,0829,997,TRAFFIC COLLISION,3035 3101 3401 3701 3039 4027 3037 3004 3024,71,M,W,101,STREET,WILSHIRE                     BL,WHITTIER                     DR,"(34.0632, -118.4237)"
220705471,02/09/2022,02/09/2022,0945,07,Wilshire,0775,997,TRAFFIC COLLISION,4007,30,M,O,101,STREET,VENICE                       BL,RIMPAU                       BL,"(34.0463, -118.3427)"
220905506,02/09/2022,02/09/2022,1617,09,Van Nuys,0963,997,TRAFFIC COLLISION,3037 3101 3004 3026 4026 3029,42,F,H,101,STREET,VAN NUYS                     BL,RIVERSIDE                    DR,"(34.158, -118.4487)"
221705440,02/09/2022,02/09/2022,0700,17,Devonshire,1775,997,TRAFFIC COLLISION,3009 3024 4026 3036 3101,39,M,W,101,STREET,PLUMMER                      ST,ENCINO                       AV,"(34.2431, -118.5156)"
221605239,02/10/2022,02/09/2022,2030,16,Foothill,1643,997,TRAFFIC COLLISION,3032 3026 3030 3037 3101 4026 3006 3602,,M,H,101,STREET,TERRA BELLA                  ST,ILEX                         AV,"(34.2595, -118.4167)"
221206314,02/12/2022,02/09/2022,1730,12,77th Street,1257,997,TRAFFIC COLLISION,3004 3028 3030 4011 3101 3036 3039 3602,46,M,H,101,STREET,77TH                         ST,FIGUEROA                     ST,"(33.9698, -118.2827)"
220905778,02/17/2022,02/10/2022,0750,09,Van Nuys,0943,997,TRAFFIC COLLISION,3029 3036 3004 3026 4026 3101,52,M,W,101,STREET,CHANDLER                     BL,HAZELTINE                    AV,"(34.1685, -118.44)"
221406006,02/11/2022,02/10/2022,2045,14,Pacific,1409,997,TRAFFIC COLLISION,3025 3029 4014 3004 3035 3036 3101 3401 3701 0947,30,M,W,101,STREET,VENICE                       BL,BAGLEY                       AV,"(34.0255, -118.3952)"
221805833,02/10/2022,02/10/2022,1515,18,Southeast,1822,997,TRAFFIC COLLISION,3011 3028 3030 3034 4018 3101 3037,,X,X,101,STREET,FIGUEROA                     ST,CENTURY                      BL,"(33.9455, -118.2826)"
221805842,02/10/2022,02/10/2022,2020,18,Southeast,1801,997,TRAFFIC COLLISION,3004 3026 4025 3034 3036 3101 3602,,M,O,101,STREET,VERMONT,92ND,"(33.9528, -118.2916)"
220905973,02/22/2022,02/10/2022,0730,09,Van Nuys,0932,997,TRAFFIC COLLISION,,40,M,W,101,STREET,VICTORY,SEPULVEDA,"(34.1867, -118.4662)"
220705537,02/11/2022,02/10/2022,1700,07,Wilshire,0701,997,TRAFFIC COLLISION,4027,36,F,H,101,STREET,HARPER,MELROSE,"(34.0837, -118.3691)"
221005585,02/12/2022,02/10/2022,1550,10,West Valley,1063,997,TRAFFIC COLLISION,3003 3037 3026 3101 4010,58,M,H,101,STREET,VENTURA                      BL,HASKELL                      AV,"(34.1682, -118.5406)"
222005755,02/10/2022,02/10/2022,0640,20,Olympic,2033,997,TRAFFIC COLLISION,3011 3028 4027 3034 3037 3101 3401 3701,40,,,101,STREET,WESTERN                      AV,SAN MARINO                   ST,"(34.0544, -118.3091)"
220106348,02/10/2022,02/10/2022,1600,01,Central,0176,997,TRAFFIC COLLISION,3006 3028 3030 3034 3104 4024 0605 3101 3401 3701,99,M,W,101,STREET,WALL                         ST,8TH                          ST,"(34.0401, -118.2504)"
220605789,02/10/2022,02/10/2022,1145,06,Hollywood,0647,997,TRAFFIC COLLISION,3026 3035 3401 3701 3038 3004 3037 3101 4027,42,F,B,101,STREET,HOLLYWOOD                    BL,BRONSON                      AV,"(34.1017, -118.318)"
220405335,02/10/2022,02/10/2022,1550,04,Hollenbeck,0411,997,TRAFFIC COLLISION,0605 3004 3026 3034 4024 3101 3401 3701 3036 3033,41,F,H,101,STREET,SAN FERNANDO                 RD,PASADENA                     FY,"(34.0808, -118.2253)"
220605816,02/10/2022,02/10/2022,1800,06,Hollywood,0646,997,TRAFFIC COLLISION,3004 3028 3037 4027,38,M,H,101,STREET,SELMA                        AV,CAHUENGA                     BL,"(34.0998, -118.3295)"
220905547,02/10/2022,02/10/2022,1120,09,Van Nuys,0904,997,TRAFFIC COLLISION,3101 3022 4026 3032 3035 3037 1218,24,M,H,101,STREET,RAYMER                       ST,KESTER                       AV,"(34.2131, -118.4584)"
220106317,02/10/2022,02/10/2022,0140,01,Central,0157,997,TRAFFIC COLLISION,3101 3401 3701 3036 3033 3035 0605 3003 3024 4024,31,F,B,101,STREET,7TH                          ST,TOWNE                        AV,"(34.0395, -118.2451)"
220205747,02/10/2022,02/10/2022,0500,02,Rampart,0204,997,TRAFFIC COLLISION,0605 3101 3401 3701 4024 3006 3037 3028 3030 3033,30,F,W,101,STREET,1400    LUCILE                       AV,,"(34.0895, -118.2797)"
220505576,02/10/2022,02/10/2022,1130,05,Harbor,0561,997,TRAFFIC COLLISION,3037 3101 3011 3025 3034 4005,,X,X,101,STREET,8TH                          ST,WEYMOUTH                     AV,"(33.737, -118.3097)"
220505593,02/11/2022,02/10/2022,2145,05,Harbor,0567,997,TRAFFIC COLLISION,3006 3028 4005 3030 3037 3101,30,M,O,101,STREET,19TH,PACIFIC,"(33.727, -118.288)"
220505588,02/10/2022,02/10/2022,1445,05,Harbor,0563,997,TRAFFIC COLLISION,4025 3037 3030 3101 3036,29,M,H,101,STREET,GRAND                        AV,17TH                         ST,"(33.7288, -118.2902)"
220405363,02/11/2022,02/10/2022,2100,04,Hollenbeck,0441,997,TRAFFIC COLLISION,0605 3101 3701 4004 3011 3036 3034 3028 3033 3401,40,M,H,101,STREET,MISSION                      RD,CESAR E CHAVEZ               AV,"(34.0543, -118.2258)"
221005504,02/10/2022,02/10/2022,1120,10,West Valley,1031,997,TRAFFIC COLLISION,3025 3101 3036 3003 4026,23,M,H,101,STREET,VICTORY                      BL,TAMPA                        AV,"(34.1866, -118.5535)"
221206185,02/10/2022,02/10/2022,0700,12,77th Street,1218,997,TRAFFIC COLLISION,3004 3028 3030 4025 3037 3101 3034,40,M,H,101,STREET,55TH                         ST,FIGUEROA                     ST,"(33.9923, -118.2827)"
221206190,02/10/2022,02/10/2022,1250,12,77th Street,1269,997,TRAFFIC COLLISION,3004 3026 4025 3034 3036 3101,30,M,A,101,STREET,MANCHESTER,AVALON,"(33.9601, -118.2651)"
221405996,02/10/2022,02/10/2022,1745,14,Pacific,1416,997,TRAFFIC COLLISION,3035 3004 3026 3033 3037 4027,37,M,O,101,STREET,CENTINELA                    AV,ROSE                         AV,"(34.0148, -118.442)"
221306169,02/11/2022,02/10/2022,2300,13,Newton,1309,997,TRAFFIC COLLISION,3401 3701 4013 3033 0605 3004 3026 3029 3036 3101,38,F,H,101,STREET,MATEO,VIOLET,"(34.0326, -118.2323)"
221505678,02/11/2022,02/10/2022,0155,15,N Hollywood,1504,997,TRAFFIC COLLISION,3004 3028 4026 3030 3036 3101,25,M,H,101,STREET,SHERMAN                      WY,LANKERSHIM                   BL,"(34.2012, -118.3878)"
221705459,02/10/2022,02/10/2022,0020,17,Devonshire,1781,997,TRAFFIC COLLISION,3101 3004 3028 4017 3030 3036,32,M,O,101,STREET,NORDHOFF                     ST,MASON                        AV,"(34.2318, -118.5797)"
221705474,02/10/2022,02/10/2022,0900,17,Devonshire,1782,997,TRAFFIC COLLISION,3101 3004 3028 4026 3036,,M,H,101,STREET,PARTHENIA                    ST,TAMPA                        AV,"(34.2282, -118.5535)"
221905582,02/11/2022,02/10/2022,2030,19,Mission,1924,997,TRAFFIC COLLISION,3006 3025 4026 3037 3039 3101,21,X,X,101,STREET,EL DORADO                    AV,FLORENTINE                   ST,"(34.2953, -118.459)"
221905607,02/10/2022,02/10/2022,1810,19,Mission,1984,997,TRAFFIC COLLISION,3003 3024 4026 3036 3602 1218 3101,40,M,H,101,STREET,PARTHENIA                    ST,WILLIS                       AV,"(34.2281, -118.4553)"
221505664,02/10/2022,02/10/2022,0900,15,N Hollywood,1567,997,TRAFFIC COLLISION,3101 3004 3028 4026 3034 3037,59,M,B,101,STREET,CAHUENGA                     BL,MOORPARK                     ST,"(34.1504, -118.3615)"
221605270,02/10/2022,02/10/2022,1625,16,Foothill,1684,997,TRAFFIC COLLISION,3101 3004 3026 4026 3029 3037,22,M,W,101,STREET,SATICOY                      ST,MORELLA                      AV,"(34.2085, -118.39)"
220505591,02/11/2022,02/10/2022,2245,05,Harbor,0512,997,TRAFFIC COLLISION,3011 3028 4005 3039 3101 3037,50,M,O,101,STREET,PALOS VERDES                 DR,ATHENA,"(33.7799, -118.3045)"
221206200,02/10/2022,02/10/2022,2020,12,77th Street,1241,997,TRAFFIC COLLISION,3012 3028 4025 3030 3101 3037,,M,H,102,SIDEWALK,W  SLAUSON                      AV,BRYNHURST                    AV,"(33.9821, -118.3318)"
220106339,02/10/2022,02/10/2022,1305,01,Central,0124,997,TRAFFIC COLLISION,0605 3401 3701 3004 3028 3033 3034 3037 3101 4024,31,M,H,101,STREET,LOS ANGELES,TEMPLE                       ST,"(34.0534, -118.2409)"
221505674,02/10/2022,02/10/2022,0835,15,N Hollywood,1504,997,TRAFFIC COLLISION,4026 3004 3024 3036 3101,70,M,H,101,STREET,LANKERSHIM                   BL,SHERMAN                      WY,"(34.2012, -118.3878)"
221005526,02/10/2022,02/10/2022,1340,10,West Valley,1083,997,TRAFFIC COLLISION,3006 3028 4026 3034 3037 3101,99,X,X,101,STREET,LA CESTA                     PL,LA ROSITA                    ST,"(34.1529, -118.5457)"
220305891,02/14/2022,02/10/2022,1500,03,Southwest,0312,997,TRAFFIC COLLISION,3101 3009 3024 4025 3036,27,F,O,101,STREET,ADAMS,REDONDO,"(34.0325, -118.3562)"
220106367,02/10/2022,02/10/2022,1800,01,Central,0195,997,TRAFFIC COLLISION,0605 3003 3024 3029 3033 3036 3101 4024 3401 3701,65,M,H,101,STREET,LOS ANGELES                  ST,15TH                         ST,"(34.033, -118.2615)"
222105516,02/11/2022,02/10/2022,1230,21,Topanga,2185,997,TRAFFIC COLLISION,4026 3004 3028 3034 3036 3101,24,M,H,101,STREET,TOPANGA CANYON               BL,CLARENDON                    ST,"(34.1696, -118.6059)"
