DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Address,Cross Street,Location
221705302,02/06/2022,02/06/2022,0405,17,Devonshire,1781,997,TRAFFIC COLLISION,3101 3006 3028 4017 3030 3037,,M,O,101,STREET,PARTHENIA                    ST,VARIEL                       AV,"(34.2282, -118.5929)"
221805674,02/07/2022,02/06/2022,2250,18,Southeast,1834,997,TRAFFIC COLLISION,3003 3601 4025 3037 3027 3101,21,F,H,101,STREET,AVALON                       BL,105TH                        ST,"(33.941, -118.2652)"
222005606,02/06/2022,02/06/2022,1505,20,Olympic,2069,997,TRAFFIC COLLISION,4027 3011 3028 3034 3037 3102 3401 3701 3032,21,,,108,PARKING LOT,VERMONT                      AV,W  11TH                         ST,"(34.0508, -118.2916)"
220505418,02/07/2022,02/06/2022,0036,05,Harbor,0504,997,TRAFFIC COLLISION,1218 3003 3027 3029 4025,21,X,X,101,STREET,NORMANDIE,212TH                        ST,"(33.8373, -118.2992)"
220705353,02/06/2022,02/06/2022,1140,07,Wilshire,0755,997,TRAFFIC COLLISION,4027,,M,W,101,STREET,SAN VICENTE                  BL,COCHRAN                      AV,"(34.0525, -118.351)"
220507438,04/01/2022,02/06/2022,2128,05,Harbor,0509,997,TRAFFIC COLLISION,4025 3030 3101 3004 3037,58,M,H,101,STREET,25000    FRAMPTON                     AV,,"(33.8016, -118.3042)"
221205960,02/07/2022,02/06/2022,2045,12,77th Street,1251,997,TRAFFIC COLLISION,3101 3037 3006 3028 4025 3039,35,M,H,101,STREET,VICTORIA                     AV,75TH                         ST,"(33.9718, -118.333)"
221705304,02/07/2022,02/06/2022,1715,17,Devonshire,1781,997,TRAFFIC COLLISION,3024 3037 4026 3009 3101,21,M,H,101,STREET,DE SOTO                      AV,NORDHOFF                     ST,"(34.2355, -118.5885)"
221305895,02/07/2022,02/06/2022,2115,13,Newton,1383,997,TRAFFIC COLLISION,3401 3701 3004 0605 3024 3033 3035 3036 3101 4024,16,M,H,101,STREET,SAN PEDRO                    ST,59TH                         PL,"(33.9861, -118.2696)"
221505487,02/07/2022,02/06/2022,2355,15,N Hollywood,1535,997,TRAFFIC COLLISION,3101 3008 3024 4026 3037,57,M,B,101,STREET,LANKERSHIM                   BL,MIRANDA                      ST,"(34.1749, -118.3807)"
222105334,02/07/2022,02/06/2022,1800,21,Topanga,2175,997,TRAFFIC COLLISION,3101 3003 3027 4026 3029 3037,61,M,B,101,STREET,VENTURA                      BL,PONCE                        AV,"(34.1669, -118.6207)"
222005586,02/06/2022,02/06/2022,0040,20,Olympic,2024,997,TRAFFIC COLLISION,3003 3024 4027 3035 3037 3101 3401 3701,26,F,B,101,STREET,ARDMORE                      AV,WILSHIRE                     BL,"(34.0617, -118.3016)"
221405760,02/06/2022,02/06/2022,1440,14,Pacific,1454,997,TRAFFIC COLLISION,3009 3027 3034 3037 3101 3401 3701 4027,62,M,W,101,STREET,CULVER                       BL,LINCOLN                      BL,"(33.976, -118.433)"
221005309,02/06/2022,02/06/2022,0145,10,West Valley,1047,997,TRAFFIC COLLISION,3011 3028 3030 4026 3101 3037 3034,,F,O,101,STREET,HATTERAS                     ST,OSTROM                       AV,"(34.1763, -118.5067)"
220605592,02/06/2022,02/06/2022,1630,06,Hollywood,0657,997,TRAFFIC COLLISION,3004 4006,69,M,W,101,STREET,WILTON                       PL,LEMON GROVE                  AV,"(34.0871, -118.3136)"
221005342,02/06/2022,02/06/2022,1505,10,West Valley,1049,997,TRAFFIC COLLISION,3101 3004 3026 4026 3034 3037,55,M,B,101,STREET,BALBOA                       BL,VICTORY                      BL,"(34.1866, -118.5011)"
220305611,02/06/2022,02/06/2022,1643,03,Southwest,0394,997,TRAFFIC COLLISION,3004 3026 4025,24,F,B,101,STREET,4TH                          AV,43RD                         PL,"(34.0044, -118.3214)"
221205958,02/06/2022,02/06/2022,1605,12,77th Street,1207,997,TRAFFIC COLLISION,3101 3037 3008 3026 4025 3036 3602,13,M,H,101,STREET,S  HOOVER                       ST,W  VERNON                       AV,"(34.0027, -118.2872)"
220405166,02/06/2022,02/06/2022,1800,04,Hollenbeck,0473,997,TRAFFIC COLLISION,3401 3701 0605 3004 3026 3029 3033 3036 3101 4024,36,M,H,101,STREET,7TH                          ST,BREED                        ST,"(34.0329, -118.2182)"
220205555,02/06/2022,02/06/2022,0740,02,Rampart,0203,997,TRAFFIC COLLISION,3401 3701 3036 3033 0605 3003 3026 3029 3101 4024,57,M,H,101,STREET,VERMONT,MELROSE,"(34.0836, -118.2917)"
221405909,02/09/2022,02/06/2022,0100,14,Pacific,1431,997,TRAFFIC COLLISION,3004 3028 3030 4014,28,M,O,101,STREET,VENICE,ANDALUSIA,"(33.9875, -118.4673)"
221205935,02/06/2022,02/06/2022,0600,12,77th Street,1249,997,TRAFFIC COLLISION,4025 3037 3006 3028 3101 3030,21,X,X,101,STREET,FIGUEROA                     ST,62ND                         ST,"(33.9833, -118.2827)"
221905414,02/06/2022,02/06/2022,1500,19,Mission,1983,997,TRAFFIC COLLISION,3026 3101 3006 4026 3037 3039,55,F,H,101,STREET,BURNET                       AV,CHASE                        ST,"(34.2246, -118.4633)"
220905359,02/06/2022,02/06/2022,0740,09,Van Nuys,0963,997,TRAFFIC COLLISION,4026 3006 3028 3030 3037 3101,35,M,A,101,STREET,OTSEGO                       ST,COLUMBUS                     AV,"(34.163, -118.464)"
221605144,02/07/2022,02/06/2022,2055,16,Foothill,1681,997,TRAFFIC COLLISION,3101 3004 3002 3026 4026 3034 3037,25,M,H,101,STREET,GLENOAKS                     BL,MERCER                       AV,"(34.2251, -118.4039)"
220805460,02/06/2022,02/06/2022,1700,08,West LA,0849,997,TRAFFIC COLLISION,3004 3026 4008,59,F,W,101,STREET,OLYMPIC                      BL,WOOSTER                      ST,"(34.0594, -118.3824)"
221005307,02/06/2022,02/06/2022,0135,10,West Valley,1045,997,TRAFFIC COLLISION,3004 3024 4026 3034 3101 3037,19,M,O,101,STREET,WHITE OAK                    AV,BURBANK                      BL,"(34.1722, -118.5185)"
221205936,02/06/2022,02/06/2022,1230,12,77th Street,1204,997,TRAFFIC COLLISION,4025 3002 3028 3034 3101 3036,19,M,H,101,STREET,VERMONT                      AV,46TH                         ST,"(34.0016, -118.2915)"
221405728,02/06/2022,02/06/2022,0813,14,Pacific,1479,997,TRAFFIC COLLISION,3004 3026 3033 3035 3036 4027,34,M,B,101,STREET,RAMSGATE                     AV,MANCHESTER                   AV,"(33.9598, -118.3826)"
220205588,02/07/2022,02/06/2022,2000,02,Rampart,0205,997,TRAFFIC COLLISION,3004 3006 3028 3030 3033 3035 3036 3101 4024,50,M,B,101,STREET,SUNSET                       BL,WESTERLY                     TR,"(34.0848, -118.2745)"
220405170,02/07/2022,02/06/2022,0450,04,Hollenbeck,0489,997,TRAFFIC COLLISION,3401 3701 3036 0605 3006 3028 3030 3033 3101 4004,40,M,H,101,STREET,8TH                          ST,MOTT                         ST,"(34.0269, -118.2167)"
220505420,02/06/2022,02/06/2022,0830,05,Harbor,0503,997,TRAFFIC COLLISION,4025 3037 3024 3004 3101,58,F,H,101,STREET,PACIFIC COAST                HY,VERMONT                      AV,"(33.791, -118.2917)"
220505431,02/07/2022,02/06/2022,2135,05,Harbor,0511,997,TRAFFIC COLLISION,3004 3025 4005 3038,,F,H,101,STREET,WESTERN,253RD,"(33.7948, -118.3075)"
220705465,02/09/2022,02/06/2022,0235,07,Wilshire,0727,997,TRAFFIC COLLISION,3035 3037 3101 3401 3701 3006 3028 3039 4007,99,M,O,101,STREET,HIGHLAND                     AV,1ST                          ST,"(34.0736, -118.3385)"
220805576,02/09/2022,02/06/2022,1500,08,West LA,0826,997,TRAFFIC COLLISION,3009 3025 3029 4014,65,M,W,101,STREET,SAN VICENTE,BUNDY,"(34.0521, -118.4738)"
221805761,02/09/2022,02/06/2022,2230,18,Southeast,1826,997,TRAFFIC COLLISION,3036 3101 3011 3028 3030 3034 4018,47,M,A,101,STREET,96TH                         ST,FIRTH,"(33.949, -118.2477)"
221805660,02/06/2022,02/06/2022,1130,18,Southeast,1827,997,TRAFFIC COLLISION,3036 3101 3602 3004 3028 4018 3039,37,F,O,101,STREET,WILMINGTON,106TH,"(33.9487, -118.2392)"
220805711,02/12/2022,02/06/2022,1740,08,West LA,0811,997,TRAFFIC COLLISION,4027,44,M,H,101,STREET,SUNSET                       BL,PALISADES                    DR,"(34.0444, -118.552)"
220305587,02/06/2022,02/06/2022,0325,03,Southwest,0374,997,TRAFFIC COLLISION,3101 3037 3006 3028 3039 4003,40,F,H,101,STREET,3RD                          AV,OBAMA                        BL,"(34.0183, -118.3204)"
220305615,02/07/2022,02/06/2022,1900,03,Southwest,0325,997,TRAFFIC COLLISION,3101 3036 3004 4003 3026,31,F,B,101,STREET,VERMONT,29TH,"(34.0284, -118.2915)"
220405156,02/06/2022,02/06/2022,0210,04,Hollenbeck,0478,997,TRAFFIC COLLISION,0605 3006 3028 3030 3033 3037 3101 4004 3401 3701,57,M,H,101,STREET,LORENA                       ST,SISKIYOU                     ST,"(34.0275, -118.2013)"
221405764,02/06/2022,02/06/2022,2000,14,Pacific,1452,997,TRAFFIC COLLISION,4027,60,M,W,101,STREET,WASHINGTON                   BL,SPEEDWAY,"(33.9792, -118.4666)"
221205985,02/07/2022,02/06/2022,1515,12,77th Street,1265,997,TRAFFIC COLLISION,3101 3004 3026 3036 4012 3034,43,F,B,101,STREET,NORMANDIE                    AV,MANCHESTER                   AV,"(33.96, -118.3003)"
220805500,02/07/2022,02/07/2022,0920,08,West LA,0804,997,TRAFFIC COLLISION,4027,55,F,W,101,STREET,MANDEVILLE CANYON            RD,HOLLYHOCK                    PL,"(34.1197, -118.5032)"
220805930,02/17/2022,02/07/2022,2155,08,West LA,0883,997,TRAFFIC COLLISION,,99,M,O,101,STREET,COTNER,OLYMPIC,"(34.0393, -118.4394)"
221605174,02/08/2022,02/07/2022,0500,16,Foothill,1653,997,TRAFFIC COLLISION,3003 3024 4016 3029 3037 3101 1218,,F,W,101,STREET,GLENOAKS                     BL,OSBORNE                      ST,"(34.2503, -118.4112)"
221805695,02/07/2022,02/07/2022,1325,18,Southeast,1801,997,TRAFFIC COLLISION,3013 3036 3027 4025 3601,49,M,H,101,STREET,MANCHESTER                   AV,HOOVER                       ST,"(33.9601, -118.2871)"
220606587,02/25/2022,02/07/2022,0615,06,Hollywood,0663,997,TRAFFIC COLLISION,3003 3024 3029 4027 3035 3037 3104 3401 3701 3064,68,F,H,102,SIDEWALK,HIGHLAND                     AV,ROMAINE                      ST,"(34.0889, -118.3386)"
220607430,03/15/2022,02/07/2022,1730,06,Hollywood,0656,997,TRAFFIC COLLISION,4027,25,M,W,101,STREET,EL CENTRO,ELEANOR,"(34.0898, -118.3244)"
220805529,02/08/2022,02/07/2022,0400,08,West LA,0848,997,TRAFFIC COLLISION,3011 3028 3030 3034 3037 3104 3401 3701 4027,21,M,O,101,STREET,PICO                         BL,CENTURY PARK,"(34.0512, -118.4085)"
221505496,02/07/2022,02/07/2022,0510,15,N Hollywood,1511,997,TRAFFIC COLLISION,3006 3101 3026 4026 3034 3037,,M,H,101,STREET,SHERMAN                      WY,ETHEL                        AV,"(34.2012, -118.4181)"
220405205,02/07/2022,02/07/2022,1535,04,Hollenbeck,0424,997,TRAFFIC COLLISION,4024 3034 3004 3028 0605 3101 3401 3701 3037 3033,42,F,H,101,STREET,MISSION,COMMODORE,"(34.0759, -118.1952)"
222105354,02/07/2022,02/07/2022,0940,21,Topanga,2118,997,TRAFFIC COLLISION,3101 3004 3026 4026 3034 3037,49,F,W,101,STREET,ROSCOE                       BL,LURLINE                      AV,"(34.22, -118.5842)"
220106203,02/07/2022,02/07/2022,2229,01,Central,0195,997,TRAFFIC COLLISION,3026 3034 3101 4024 0605 3401 3701 3004 3037 3033,21,M,H,101,STREET,WASHINGTON                   BL,HILL                         ST,"(34.0321, -118.2667)"
221905459,02/08/2022,02/07/2022,0820,19,Mission,1981,997,TRAFFIC COLLISION,3101 4026 3006 3028 3034 3037,50,F,W,101,STREET,SEPULVEDA                    BL,ROSCOE                       BL,"(34.2214, -118.4677)"
221206012,02/07/2022,02/07/2022,1400,12,77th Street,1256,997,TRAFFIC COLLISION,3004 3028 3034 4025 3101 3037,,M,H,101,STREET,76TH                         ST,FIGUEROA                     ST,"(33.9708, -118.2827)"
220705467,02/09/2022,02/07/2022,0145,07,Wilshire,0782,997,TRAFFIC COLLISION,3011 3028 3035 3037 4007,43,M,H,101,STREET,LA CIENEGA,CADILLAC,"(34.0382, -118.3772)"
220905399,02/07/2022,02/07/2022,0730,09,Van Nuys,0909,997,TRAFFIC COLLISION,3101 3004 3026 4026 3029 3036,40,M,H,101,STREET,WOODMAN                      AV,VALERIO                      ST,"(34.2048, -118.4312)"
221805726,02/08/2022,02/07/2022,0645,18,Southeast,1801,997,TRAFFIC COLLISION,4025 3003 3024,78,M,H,101,STREET,MANCHESTER                   AV,VERMONT                      AV,"(33.96, -118.2918)"
220106205,02/08/2022,02/07/2022,2310,01,Central,0148,997,TRAFFIC COLLISION,3401 3701 3037 3033 0605 3003 3025 3029 3101 4024,68,M,B,101,STREET,SAN PEDRO                    ST,5TH                          ST,"(34.0442, -118.2439)"
221405778,02/07/2022,02/07/2022,0610,14,Pacific,1424,997,TRAFFIC COLLISION,3003 3101 3401 3701 2004 3027 3034 3037 4027,69,M,B,101,STREET,MCLAUGHLIN                   AV,WOODBINE                     ST,"(34.017, -118.4312)"
221005383,02/08/2022,02/07/2022,2030,10,West Valley,1007,997,TRAFFIC COLLISION,3004 3024 3036 3101 4026,28,M,O,101,STREET,SATICOY                      ST,OAK PARK                     AV,"(34.2084, -118.5044)"
221905454,02/08/2022,02/07/2022,2200,19,Mission,1981,997,TRAFFIC COLLISION,3101 3003 3024 4026 3036 1218,58,F,W,101,STREET,SEPULVEDA                    BL,PARTHENIA                    ST,"(34.2283, -118.4677)"
221206009,02/07/2022,02/07/2022,1345,12,77th Street,1249,997,TRAFFIC COLLISION,3011 3028 3030 3034 4025 3040 3101 3037,,M,H,101,STREET,66TH                         ST,DENVER                       AV,"(33.9795, -118.2838)"
221305935,02/07/2022,02/07/2022,0200,13,Newton,1317,997,TRAFFIC COLLISION,0605 3004 3028 3030 3033 3036 3101 4024 3401 3701,29,M,B,101,STREET,CENTRAL                      AV,WALNUT                       ST,"(34.0238, -118.2511)"
221105392,02/08/2022,02/07/2022,2210,11,Northeast,1162,997,TRAFFIC COLLISION,3102 0605 3006 3028 3032 3034 3037 4024,80,M,H,101,STREET,VERMONT                      AV,FOUNTAIN                     AV,"(34.0956, -118.2918)"
222005640,02/07/2022,02/07/2022,0750,20,Olympic,2015,997,TRAFFIC COLLISION,3008 3025 4027,17,M,H,101,STREET,CATALINA                     ST,BEVERLY                      BL,"(34.0763, -118.2954)"
221905445,02/07/2022,02/07/2022,1130,19,Mission,1962,997,TRAFFIC COLLISION,3004 3028 4026 3037 3034 3030 3101,,M,H,101,STREET,SEPULVEDA                    BL,PLUMMER                      ST,"(34.2428, -118.4674)"
222105369,02/08/2022,02/07/2022,2130,21,Topanga,2148,997,TRAFFIC COLLISION,3101 3006 3025 4026 3037 3039,40,F,O,101,STREET,VANOWEN                      ST,OSO                          AV,"(34.1938, -118.5753)"
220405181,02/07/2022,02/07/2022,1035,04,Hollenbeck,0473,997,TRAFFIC COLLISION,0605 3401 3701 3027 3004 3033 3034 3036 4024 3101,,F,H,101,STREET,SOTO                         ST,7TH                          ST,"(34.0323, -118.217)"
220605677,02/08/2022,02/07/2022,1150,06,Hollywood,0632,997,TRAFFIC COLLISION,3004 3028 4027,41,M,W,101,STREET,SUNSET                       BL,CRESCENT HEIGHTS             BL,"(34.098, -118.3657)"
220905405,02/07/2022,02/07/2022,0820,09,Van Nuys,0946,997,TRAFFIC COLLISION,3101 3006 3028 4026 3034 3037,,M,H,101,STREET,HAZELTINE                    AV,COLLINS                      ST,"(34.1739, -118.44)"
220905479,02/09/2022,02/07/2022,0320,09,Van Nuys,0946,997,TRAFFIC COLLISION,3101 3006 3025 4009 3037,50,X,X,101,STREET,WOODMAN                      AV,COLLINS                      ST,"(34.1739, -118.4313)"
221505508,02/07/2022,02/07/2022,1225,15,N Hollywood,1525,997,TRAFFIC COLLISION,3011 3028 4026 3030 3034 3037 3101,99,M,W,101,STREET,LANKERSHIM                   BL,GILMORE                      ST,"(34.1875, -118.3878)"
221605160,02/07/2022,02/07/2022,1140,16,Foothill,1675,997,TRAFFIC COLLISION,3028 4026 3034 3037 3012 3101,50,M,W,101,STREET,NORRIS                       AV,TUXFORD                      ST,"(34.2317, -118.3753)"
221306083,02/10/2022,02/07/2022,1225,13,Newton,1303,997,TRAFFIC COLLISION,0605 3025 3029 3033 3035 3037 3101 3701 4004 3004,22,M,H,102,SIDEWALK,SAN PEDRO                    ST,10TH                         ST,"(34.0359, -118.2517)"
221705334,02/07/2022,02/07/2022,0810,17,Devonshire,1708,997,TRAFFIC COLLISION,4017 3037 3101 3004 3028 3034,31,F,O,101,STREET,RUFFNER                      AV,RINALDI                      ST,"(34.2793, -118.4978)"
221805772,02/09/2022,02/07/2022,1800,18,Southeast,1842,997,TRAFFIC COLLISION,4025 3036 4018 3008 3026 3101 3029,45,M,B,101,STREET,IMPERIAL                     HY,OLIVE                        ST,"(33.931, -118.2796)"
220106170,02/07/2022,02/07/2022,0945,01,Central,0159,997,TRAFFIC COLLISION,3401 3701 0605 3003 3024 3032 3035 3101 4024 3037,55,M,H,101,STREET,6TH                          ST,ALAMEDA                      ST,"(34.0382, -118.2384)"
221005371,02/07/2022,02/07/2022,1405,10,West Valley,1008,997,TRAFFIC COLLISION,3004 3026 4026 3029 3101 3036,35,F,H,101,STREET,WOODLEY                      AV,ARMINTA                      ST,"(34.2139, -118.4837)"
220405183,02/07/2022,02/07/2022,1250,04,Hollenbeck,0499,997,TRAFFIC COLLISION,0605 3401 3004 3026 3033 3035 3036 3602 3101 4004,30,F,H,101,STREET,MIRASOL                      ST,UNION PACIFIC                AV,"(34.0165, -118.1995)"
221206045,02/08/2022,02/07/2022,0705,12,77th Street,1265,997,TRAFFIC COLLISION,3101 3004 3026 3036 4025,52,F,B,101,STREET,NORMANDIE                    AV,MANCHESTER                   AV,"(33.96, -118.3003)"
221905441,02/07/2022,02/07/2022,0805,19,Mission,1907,997,TRAFFIC COLLISION,3004 3028 3034 3037 3101 4019,50,F,W,101,STREET,HUBBARD                      ST,FENTON                       AV,"(34.3127, -118.4244)"
221206030,02/08/2022,02/07/2022,0710,12,77th Street,1209,997,TRAFFIC COLLISION,3101 3037 3003 3026 4025 3029 3036,19,M,H,101,STREET,FIGUEROA                     ST,45TH                         ST,"(34.0028, -118.2827)"
221105356,02/07/2022,02/07/2022,0635,11,Northeast,1195,997,TRAFFIC COLLISION,0605 3002 3028 3032 3034 3037 4024,58,M,W,101,STREET,ACADEMY                      RD,STADIUM                      WY,"(34.0747, -118.2402)"
221205999,02/07/2022,02/07/2022,1150,12,77th Street,1213,997,TRAFFIC COLLISION,4025 3037 3003 3025 3029 3101,57,F,B,101,STREET,SLAUSON,WESTERN,"(33.9892, -118.3089)"
220305646,02/07/2022,02/07/2022,1600,03,Southwest,0377,997,TRAFFIC COLLISION,3006 3028 4025 3030 3101 3037,,M,H,101,STREET,BUDLONG,ROLLING CURT,"(34.0145, -118.298)"
221206046,02/08/2022,02/07/2022,0755,12,77th Street,1256,997,TRAFFIC COLLISION,3101 3037 4025 3006 3034,43,F,H,101,STREET,76TH                         ST,HOOVER                       ST,"(33.9708, -118.2871)"
221905605,02/11/2022,02/07/2022,0915,19,Mission,1941,997,TRAFFIC COLLISION,3101 3037 3004 3026 4026 3029,24,F,H,101,STREET,SEPULVEDA                    BL,CHATSWORTH                   ST,"(34.2646, -118.4674)"
220305661,02/08/2022,02/07/2022,2230,03,Southwest,0353,997,TRAFFIC COLLISION,3101 3037 3002 3028 3034 4003,32,F,H,101,STREET,CRENSHAW                     BL,OBAMA                        BL,"(34.0214, -118.3351)"
221105663,02/15/2022,02/07/2022,0400,11,Northeast,1132,997,TRAFFIC COLLISION,0605 4024,33,F,W,101,STREET,3700    AMESBURY                     RD,,"(34.117, -118.2788)"
221805667,02/07/2022,02/07/2022,0055,18,Southeast,1832,997,TRAFFIC COLLISION,3101 3037 3004 3028 4025 3034,19,M,B,101,STREET,107TH                        ST,SAN PEDRO                    ST,"(33.9393, -118.2695)"
222105414,02/09/2022,02/08/2022,2250,21,Topanga,2142,997,TRAFFIC COLLISION,3011 3028 4026 3034 3037 3602 3101,30,F,H,103,ALLEY,VICTORY                      BL,WOODLAKE                     AV,"(34.1864, -118.6315)"
221005889,02/21/2022,02/08/2022,1300,10,West Valley,1007,997,TRAFFIC COLLISION,3011 3028 4026 3030 3034 3037 3101,,M,H,101,STREET,BALBOA                       BL,SATICOY                      ST,"(34.2084, -118.5012)"
222005698,02/08/2022,02/08/2022,0230,20,Olympic,2001,997,TRAFFIC COLLISION,4020 3006 3028 3035 3037 3101 3401 3701 3039,,M,O,101,STREET,WILTON                       PL,ROSEWOOD                     AV,"(34.0794, -118.3135)"
221705398,02/08/2022,02/08/2022,0800,17,Devonshire,1761,997,TRAFFIC COLLISION,3101 3004 3026 4017 3029 3036,70,M,H,101,STREET,OWENSMOUTH                   AV,LASSEN                       ST,"(34.25, -118.6017)"
220406022,02/08/2022,02/08/2022,0840,04,Hollenbeck,0471,997,TRAFFIC COLLISION,0605 3030 4024,21,M,H,101,STREET,S  ANDERSON                     ST,JESSE                        ST,"(34.0368, -118.2232)"
221209625,04/09/2022,02/08/2022,1510,12,77th Street,1251,997,TRAFFIC COLLISION,4025 3037 3006 3024 3101,52,F,B,101,STREET,FLORENCE,10TH,"(33.9745, -118.3286)"
220106251,02/08/2022,02/08/2022,1650,01,Central,0109,997,TRAFFIC COLLISION,3004 3028 3036 3039 4024 0605 3101 3401 3701 3033,44,M,H,101,STREET,PARK ROW                     DR,ELYSIAN PARK                 DR,"(34.0717, -118.2263)"
221705392,02/08/2022,02/08/2022,0530,17,Devonshire,1764,997,TRAFFIC COLLISION,3101 3028 3006 4026 3030 3037,45,M,W,101,STREET,CORBIN                       AV,PLUMMER                      ST,"(34.2427, -118.5623)"
220106257,02/09/2022,02/08/2022,2350,01,Central,0181,997,TRAFFIC COLLISION,0605 3004 3026 3033 3039 3101 4024 3401 3701 3036,51,M,O,101,STREET,8TH,BIXEL,"(34.0431, -118.2692)"
221705388,02/08/2022,02/08/2022,0440,17,Devonshire,1777,997,TRAFFIC COLLISION,3101 3004 3026 4026 3029 3036,52,M,W,101,STREET,WOODLEY                      AV,TUPPER                       ST,"(34.2393, -118.485)"
220705435,02/08/2022,02/08/2022,1340,07,Wilshire,0747,997,TRAFFIC COLLISION,3004 3028 4027,26,M,B,101,STREET,CITRUS,OLYMPIC,"(34.0571, -118.3413)"
220405214,02/08/2022,02/08/2022,0740,04,Hollenbeck,0442,997,TRAFFIC COLLISION,3101 3401 3701 3036 0605 3003 3025 3032 3102 4024,64,F,B,108,PARKING LOT,700 N  MISSION                      RD,,"(34.0565, -118.2209)"
221705399,02/08/2022,02/08/2022,1500,17,Devonshire,1777,997,TRAFFIC COLLISION,3004 3028 3039 3037 3101 4026,43,F,H,101,STREET,PLUMMER                      ST,ODESSA                       AV,"(34.2422, -118.4897)"
221305961,02/08/2022,02/08/2022,1305,13,Newton,1317,997,TRAFFIC COLLISION,3401 3701 3011 0605 3028 3033 3034 3037 3101 4024,30,M,H,101,STREET,STAUNTON,16TH,"(34.0228, -118.2414)"
221505549,02/08/2022,02/08/2022,0724,15,N Hollywood,1501,997,TRAFFIC COLLISION,3101 3037 3008 3025 4026 3029 1218,49,M,H,101,STREET,COLDWATER CA,SATICOY,"(34.2125, -118.4195)"
221105405,02/08/2022,02/08/2022,1023,11,Northeast,1169,997,TRAFFIC COLLISION,3101 3401 3701 3036 3034 3030 0605 4024 3028 3004,51,M,H,101,STREET,ECHO,AVENUE 51,"(34.1047, -118.1996)"
221705408,02/08/2022,02/08/2022,1200,17,Devonshire,1756,997,TRAFFIC COLLISION,3004 3101 3028 4026 3034 3037,31,M,W,101,STREET,BALBOA                       BL,LASSEN                       ST,"(34.2503, -118.5024)"
220605686,02/08/2022,02/08/2022,1600,06,Hollywood,0656,997,TRAFFIC COLLISION,4027 3011 3028 3036,21,X,O,101,STREET,CAHUENGA                     BL,SANTA MONICA                 BL,"(34.0907, -118.3289)"
221505525,02/08/2022,02/08/2022,0030,15,N Hollywood,1555,997,TRAFFIC COLLISION,3037 3101 3011 3028 4026 3030 3034,99,M,O,101,STREET,LANKERSHIM                   BL,RIVERSIDE                    DR,"(34.1589, -118.3742)"
221705382,02/08/2022,02/08/2022,0230,17,Devonshire,1781,997,TRAFFIC COLLISION,3104 3006 3028 4017 3030 3037,50,M,H,101,STREET,PARTHENIA                    ST,KELVIN                       AV,"(34.2282, -118.5864)"
220106220,02/08/2022,02/08/2022,0715,01,Central,0118,997,TRAFFIC COLLISION,3401 3701 0605 3004 3028 3033 3034 3037 3101 4024,51,M,B,101,STREET,MAIN,SOTELLO,"(34.0659, -118.2293)"
220405231,02/08/2022,02/08/2022,1310,04,Hollenbeck,0457,997,TRAFFIC COLLISION,3401 3701 0605 3006 3028 3033 3034 3037 3101 4004,25,F,H,101,STREET,MALABAR                      ST,MOTT                         ST,"(34.0487, -118.2018)"
220106236,02/08/2022,02/08/2022,1200,01,Central,0128,997,TRAFFIC COLLISION,3101 3401 3701 3036 3102 0605 3026 3034 4024 3006,29,M,W,101,STREET,2ND,LOS ANGELES,"(34.0493, -118.2417)"
221705393,02/08/2022,02/08/2022,1115,17,Devonshire,1705,997,TRAFFIC COLLISION,3101 3004 3028 4026 3034 3037,60,M,H,101,STREET,SAN FERNANDO                 RD,BALBOA                       BL,"(34.3202, -118.4972)"
220905471,02/08/2022,02/08/2022,1310,09,Van Nuys,0981,997,TRAFFIC COLLISION,3004 3028 4026 3030 3034 3037 3101,40,F,A,101,STREET,VENTURA                      BL,SEPULVEDA                    BL,"(34.1538, -118.4662)"
220305706,02/08/2022,02/08/2022,1825,03,Southwest,0395,997,TRAFFIC COLLISION,3036 3101 3004 3026 4025 3029,31,F,H,101,STREET,VERNON,WESTERN,"(34.0037, -118.3089)"
221105442,02/09/2022,02/08/2022,1225,11,Northeast,1146,997,TRAFFIC COLLISION,0605 3004 3028 3033 3034 3037 3101 4011 3401 3701,50,M,H,101,STREET,2800    PARTRIDGE                    AV,,"(34.103, -118.2485)"
221206201,02/10/2022,02/08/2022,1500,12,77th Street,1256,997,TRAFFIC COLLISION,4025 3036 3004 3025 3101,29,F,B,101,STREET,HOOVER,75TH,"(33.9717, -118.2871)"
221505571,02/09/2022,02/08/2022,1855,15,N Hollywood,1547,997,TRAFFIC COLLISION,3028 4026 3037 3039 3012 3101,45,M,H,101,STREET,CHANDLER                     BL,TUJUNGA                      AV,"(34.1681, -118.379)"
221206149,02/10/2022,02/08/2022,2045,12,77th Street,1266,997,TRAFFIC COLLISION,3003 3025 4025 3032 3101 3037,,F,H,108,PARKING LOT,80TH                         ST,HOOVER                       ST,"(33.9667, -118.2871)"
221605196,02/08/2022,02/08/2022,0840,16,Foothill,1698,997,TRAFFIC COLLISION,3101 3006 3028 4026 3030 3034 3037,99,M,O,101,STREET,CANTARA                      ST,DE GARMO                     AV,"(34.219, -118.3618)"
221705417,02/09/2022,02/08/2022,2040,17,Devonshire,1788,997,TRAFFIC COLLISION,3004 3026 4026 3029 3036 3101,20,F,H,101,STREET,NORDHOFF                     ST,BALBOA                       BL,"(34.2358, -118.5025)"
